Type kjøretøy,Merke,Modell,Årsmodell,Feiltype,Symptomkategori,Symptom (valg),Kommentar,Løsning,Symptomdetalj (manuell),Feilkode,Generell feil,Mitt kjøretøy,Ytterligere symptomdetaljer,Link til kilde
Traktor,Fendt,,,Miljøsystemer,Motorfeil,"Motor, dårlig effekt",,"Adblue, dårlig kvalitet",Fendt feilkode,1D.0.42 og 1D.1.31,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Motorfeil,"Motor, dårlig effekt",,"A099 styreenhet motor, feil Adblue ""conversion rate""",Fendt feilkode,1D.0.44 og 1D.2.45,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Motorfeil,"Motor, dårlig effekt",,"A099 styreenhet motor, manipulering av SCR",Fendt feilkode,1D.0.46 og 1D.2.47,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B086 railtrykk, feil trykk",Fendt feilkode,1D.0.62,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,B090 Lavt trykk motorolje,Fendt feilkode,1D.0.A1,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B090 Feil trykk motorolje, feil på sensor eller ledningsbrudd",Fendt feilkode,1D.1.01,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B087 Feil trykk drivstoff, feil på sensor eller lednignsbrudd",Fendt feilkode,1D.1.02,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B092 Feil temperatur ladetrykk (turbo), feil på sensor eller ledningsbrudd",Fendt feilkode,1D.1.03 og 1D.1.21 og 1D.1.65 og 1D.1.7C,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B086 railtrykk, feil på sensor eller ledningsbrudd",Fendt feilkode,1D.1.04 og 1D.1.60,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B089 Feil temperatur motor kjølevann, feil på sensor eller ledningsbrudd",Høy temperatur kjølevann,1D.1.05 og 1D.1.A5,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,B085 feil på sensor eller ledningsbrudd til motorens hastighetssensor (kamakselsensor B085 eller svinghjulssensor B088),Fendt feilkode,1D.1.07,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B085 kamakselsensor eller B088 svinghjulssensor, overhastighet / overturtall motor",Fendt feilkode,1D.1.0A,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,S034 lavt kjølevæske nivå,Fendt feilkode,1D.1.0D,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,B102 Adblue feil temperatur,Fendt feilkode,1D.1.10,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"Y120 Adblue måleventil, ingen sirkulasjon av kjølevæske",Fendt feilkode,1D.1.11,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A084 Adblue modul, generell feil, for lavt trykk, ledningsbrudd eller kortslutning til trykkgiver",Fendt feilkode,1D.1.12,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A082 NOx-sensor 1, foran SCR, CAN-feil til sensor",Fendt feilkode,1D.1.13,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A083 NOx-sensor 2, etter SCR, CAN-feil til sensor",Fendt feilkode,1D.1.14,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"For 700-serie: B236, høy eksostemperatur etter SCR, ledningsbrudd eller kortslutning / For 500-serie: B244",Fendt feilkode,1D.1.15 og 1D.1.4C,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,SCR katalysator-feil eller dårlig Adblue-kvalitet,Fendt feilkode,1D.1.16,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A099 motor styreenhet, melder feil på injektorer",Fendt feilkode,1D.1.17 og 1D.1.76,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"S047 motorbrems Y170 solenoid-ventil eller bryter, ledningsbrudd eller kortslutning",Fendt feilkode,1D.1.20,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Motor,Varsellampe / feilkode,"Varsellampe, feilkode",,B004 tett luftfilter,Fendt feilkode,1D.1.22,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Motor,Motorfeil,"Motor, starter ikke",,"Feil på injection-system, problem med å starte motor",Fendt feilkode,1D.1.24,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"Adblue modul E216, sirkulasjonskrets varme, krets fryst eller tett, feil trykk eller temperatur",Fendt feilkode,1D.1.25,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"For høy temperatur etter turbo, ledningsbrudd eller kortslutning",Fendt feilkode,1D.1.29,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A136 wastegate, feil å CAN-kommunikasjon",Fendt feilkode,1D.1.30,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"B191 eksosgass trykk etter turbo for høy, ledningsbrudd eller kortslutning",Fendt feilkode,1D.1.37,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A099 feil verdier fra SCR, utslippskrav ikke overholdt",Fendt feilkode,1D.1.AA og 1D.1.AB og 1D.1.AC,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A099 motor styreenhet, feil på spenningsforsyning",Fendt feilkode,1D.1.B2,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Bremsefeil,"Brems, motorbrems virker ikke",,"Y170, motorbrems, feil på ventil",Fendt feilkode,1D.1.B5 og 1D.1.B6,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"A099 motor styreenhet, CANbus-feil",Fendt feilkode,1D.1.BA,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Fendt,,,Drivstoffsystem,Varsellampe / feilkode,"Varsellampe, feilkode",,"B091 vann i diesel detektert, kan også være ledningsbrudd eller kortslutning til sensor",Fendt feilkode,1D.2.1A,,,,https://www.truck-freeworkshop.com/fendt/fendt-ft-fault-codes/?fbclid=IwdGRjcAMkGqFleHRuA2FlbQIxMQABHmQy7KmcDi3ax-FNiax9sD6dkpae1-ENS7kT8nQ5wRc0AFbl3QPqOHXFo7E6_aem_DrkptwPBVhJn8ViqQ-zjnQ
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i elektrisk krets til clutch- eller gasspedal. Traktoren kan normalt kjøres. Clutchpedal må betjenes ved retningsendring.,Valtra feilkode,A128,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Instrument,"Instrument, viser feil verdi",,Feil på drivstoffsensor. Tanknivå vises feil.,Valtra feilkode,A192 og A293,,,,
Traktor,Valtra,,,Drivstoffsystem,Motorfeil,"Motor, dårlig effekt",,Feil i drivstoffsystem. Turtall begrenset til 1500rpm.,Valtra feilkode,A215,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,"Feil motorens styresystem. Kjøring kan fortsette, men verksted må kontaktes snarest. Kan få reduksjon i kraft, mye eksos etc.",Valtra feilkode,A236,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,"Feil verdi på girolje-temperatur. Kan kjøre midlertidig videre, men clutch må betjenes ved retningsendring.",Valtra feilkode,A311 og A312,,,,
Traktor,Valtra,,,Drivstoffsystem,Motorfeil,"Motor, dårlig effekt",,"Feil fra drivstoffpumpe. Kan kjøre midlertidig videre, men clutch må betjenes ved retningsendring.",Valtra feilkode,A313,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil på clutchpedal. Videre kjøring kan ødelegge transmisjonen. Ikke belast traktoren.,Valtra feilkode,A314,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,For lav batterispenning. Elektronikk kan skades!,Valtra feilkode,A326,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,For lav batterispenning til motorens ECU. Sjekk sikring F55 og F56. Sjekk batteri og dynamo.,Valtra feilkode,A327 og A390,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,For lav batterispenning til dieselpumpe. Sjekk sikring F55 og F56. Sjekk batteri og dynamo.,Valtra feilkode,A330 og A331 og E211 og E212 og E214,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, annet",Feil på gasspedal. Traktor går på tomgang.,Stopp motoren. Start motoren UTEN å røre gasspedal. Traktoren kan kjøres med håndgass. Gasspedal potensiometer må skiftes.,Valtra feilkode,A343,,,,
Traktor,Valtra,,,Drivstoffsystem,Motorfeil,"Motor, dårlig effekt",,For mye vann i drivstoff. Drener vannutskillere.,Valtra feilkode,A335,,,,
Traktor,Valtra,,,Kjøling,Motorfeil,"Motor, dårlig effekt",,For varm lufttemperatur motor. Rengjør kjølere / radiator.,Valtra feilkode,A334,,,,
Traktor,Valtra,,,Kjøling,Motorfeil,"Motor, dårlig effekt",,Feil på temperatursensor for innsugstemperatur.,Valtra feilkode,A332 og A333,,,,
Traktor,Valtra,,,Kjøling,Motorfeil,"Motor, dårlig effekt",,"Feil på temperatursensor for kjølevæske. Kan også være for varm kjølevæske. Motor kan skades om kjøring fortsetter, om temperatur faktisk er for høy.",Valtra feilkode,A340 og A341,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil på motorens styresystem. Traktor går kun på tomgang.,Valtra feilkode,A345,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Elektrisk feil,"Elektrisk, annet",,Feil på sensor for fremhjulenes posisjon. Diff-sperre fungerer ikke.,Valtra feilkode,A348,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Elektrisk feil,"Elektrisk, annet",,Feil på håndgass. Sett håndgass i 0. Stopp og start motor. Bruk kun fotgass.,Valtra feilkode,A350,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil på clutchpedal bak (venbar førerplass). Videre kjøring kan ødelegge transmisjonen. Ikke belast traktoren.,Valtra feilkode,A351 og A365,,,,
Traktor,Valtra,,,Motor,Varsellampe / feilkode,"Varsellampe, feilkode",,"Lavt oljetrykk motor, eller feil på oljetrykksgiver. Videre kjøring kan skade motoren.",Valtra feilkode,A354 og A355 og A356,,,,
Traktor,Valtra,,,Motor,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil på turbotrykksgiver eller for høyt turbotrykk.,Valtra feilkode,A357 og A358,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Elektrisk feil,"Elektrisk, feil spenning",,"For lav batterispenning. Kan ødelegge elektronikk. Sjekk batteri, lading og jording.",Valtra feilkode,A390,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil i motorens styreenhet. Begrenset effekt.,Valtra feilkode,C131 og C132,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, starter ikke",,Feil i motorens styreenhet. Motorstopp. Slå av tenning 5 sekunder og prøv igjen.,Valtra feilkode,C233 og E124,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil i traktorens elektriske anlegg. Feilen må bli funnet snarest.,Valtra feilkode,C240-249 og C295 og C296 og C297,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil på motorens styreenhet eller drivstoffpumpe.,Valtra feilkode,C330,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Kalibrering av hastighetssensorer mangler C80. Kontakt Valtra servicemann.,Valtra feilkode,C930 - C945,,,,
Traktor,Valtra,,,Gir,Girfeil,"Gir, får ikke i gir",,Feil på powershift-knapper.,Valtra feilkode,d116,,,,
Traktor,Valtra,,,PTO,PTO-feil,"PTO, starter ikke",,Feil på brytere til PTO-spak.,Valtra feilkode,d118,,,,
Traktor,Valtra,,,Elektrisk,Elektrisk feil,"Elektrisk, annet",,Feil på kretsen til håndbrekket.,Valtra feilkode,d127,,,,
Traktor,Valtra,,,Elektrisk,Elektrisk feil,"Elektrisk, annet",,Feil på powershift programmeringsknapp (under vendegir),Valtra feilkode,d129,,,,
Traktor,Valtra,,,PTO,PTO-feil,"PTO, starter ikke",,Feil på startknapp for PTO.,Valtra feilkode,d130,,,,
Traktor,Valtra,,,Elektrisk,Girfeil,"Gir, vanskelig å gire","d215 fremme, d254 clucth bak (vendbar førerplass)","Feil på clutchpedalen. Kjøring kan forsøkes ved bruk av vendegir, uten å bruke pedal.",Valtra feilkode,d133 og d215 og d254,,,,
Traktor,Valtra,,,Elektrisk,Drivverk feil,Annet,,Feil på bryter til 4wd,Valtra feilkode,d188,,,,
Traktor,Valtra,,,Elektrisk,Drivverk feil,Annet,,Feil på bryter til diff-sperre,Valtra feilkode,d189,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil på motorens styreenhet. Motor kan være vanskelig å stoppe.,Valtra feilkode,E213,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Feil på drivstoffpumpe. Redusert kraft. Skru av motor mer enn 5 sekunder og prøv igjen. Drivstoffpumpe kan være defekt.,Valtra feilkode,E217 E218 E219 E222,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil på vendegirspak.,Valtra feilkode,d117 d123,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"Feil i traktorens elektriske anlegg. Feilen må bli funnet snarest, men traktoren kan brukes midlertidig videre.",Valtra feilkode,E227 E228 E229 E230 E231 E235 E236,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i traktorens elektriske anlegg. Traktoren kan ikke startes.,Valtra feilkode,E233 E234,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"Feil i styreenhet for girkasse. Hvis feilen kommer tilbake etter at tenninga har vært av i mer enn 5 sekunder, kontakt valtra servicemann før du kjører videre.",Valtra feilkode,E250 E251 E252 E253,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i styreenhet for girkasse. Traktoren er i nødmodus for å beskytte transmisjonen.,Valtra feilkode,E244 E245 E246 E247 E248 E249 F322,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i motorens styreenhet. Begrenset effekt eller ingen start.,Valtra feilkode,E260 E261 E270 E271 E272 E325 E326 E327 E328 F283 F284,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Motorens styreenhet for varm. Stopp og la den kjøle seg ned og forsøk igjen.,Valtra feilkode,E310,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i transmisjonens hastighetssensorer.,Valtra feilkode,F320 F321 F324,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Motorfeil,"Motor, dårlig effekt",,Hastighetssensor motor gir feil/ugyldig verdi.,Valtra feilkode,F342,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,Feil i motorens styresystem eller drivstoffpumpe.,Valtra feilkode,L250 L360 P233 P234,,,,
Traktor,Valtra,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",,"Feil i motorens styresystem, drivstofftilførsel eller drivstoffpumpe. Sjekk batteri og starter tilstand. Feilen kan komme av luft i diesel.",Valtra feilkode,L254 L256,,,,
Traktor,Valtra,,,Drivstoffsystem,Motorfeil,"Motor, starter ikke",,For lavt drivstofftrykk etter filtre. Sjekk at det er diesel i tanken. Sjekk fødepumpe og sikring F54. Sjekk at filtre ikke er tilstoppet.,Valtra feilkode,L302 L353,,,,
